id,image,target_filename,color,water,style,theme,subject,lighting,scene,distractor,generation_prompt,negative_prompt,training_answer_json,split,batch_id
jade-gen-0151,data/generated_jade_liveroom_training_images/sample-0151.png,sample-0151.png,无色,玻璃种,戒指,,a jade ring with a jade cabochon mounted on a simple ring band,"macro product photography, white acrylic base, clean shadow",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a jade ring with a jade cabochon mounted on a simple ring band. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: colorless jade, clear transparent to near-white without visible color. Water quality: glass-type jade, very high transparency, glass-like clarity, minimal grain. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""无色"", ""style"": ""戒指"", ""theme"": """", ""water"": ""玻璃种""}",train,jade-synthetic-liveroom-v1
jade-gen-0152,data/generated_jade_liveroom_training_images/sample-0152.png,sample-0152.png,无色,高冰,挂件,观音,"a carved jade pendant of Guanyin, full carving visible","jewelry catalog photo, warm side light, beige stone surface",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade pendant of Guanyin, full carving visible. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: colorless jade, clear transparent to near-white without visible color. Water quality: high-ice jade, very translucent, strong luster, fine clean texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""无色"", ""style"": ""挂件"", ""theme"": ""观音"", ""water"": ""高冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0153,data/generated_jade_liveroom_training_images/sample-0153.png,sample-0153.png,无色,冰种,挂件,佛公,"a carved jade pendant of laughing Buddha, rounded belly visible","soft daylight product photography, neutral gray background",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade pendant of laughing Buddha, rounded belly visible. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: colorless jade, clear transparent to near-white without visible color. Water quality: ice-type jade, translucent and clean, visible watery depth. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. soft daylight product photography, neutral gray background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""无色"", ""style"": ""挂件"", ""theme"": ""佛公"", ""water"": ""冰种""}",train,jade-synthetic-liveroom-v1
jade-gen-0154,data/generated_jade_liveroom_training_images/sample-0154.png,sample-0154.png,无色,糯冰,挂件,如意,a carved jade ruyi pendant with curved ruyi silhouette,"studio product photo, softbox reflection, matte black background",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade ruyi pendant with curved ruyi silhouette. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: colorless jade, clear transparent to near-white without visible color. Water quality: waxy-ice jade, semi-translucent, slightly cloudy but still icy. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""无色"", ""style"": ""挂件"", ""theme"": ""如意"", ""water"": ""糯冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0155,data/generated_jade_liveroom_training_images/sample-0155.png,sample-0155.png,无色,糯种,挂件,叶子,a carved jade leaf pendant with leaf veins visible,"macro product photography, white acrylic base, clean shadow",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade leaf pendant with leaf veins visible. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: colorless jade, clear transparent to near-white without visible color. Water quality: waxy jade, soft cloudy translucency, fine waxy texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""无色"", ""style"": ""挂件"", ""theme"": ""叶子"", ""water"": ""糯种""}",train,jade-synthetic-liveroom-v1
jade-gen-0156,data/generated_jade_liveroom_training_images/sample-0156.png,sample-0156.png,无色,豆种,挂件,山水,a rectangular jade landscape plaque pendant with mountain and water relief carving,"jewelry catalog photo, warm side light, beige stone surface",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a rectangular jade landscape plaque pendant with mountain and water relief carving. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: colorless jade, clear transparent to near-white without visible color. Water quality: bean-type jade, low translucency, visible granular texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""无色"", ""style"": ""挂件"", ""theme"": ""山水"", ""water"": ""豆种""}",train,jade-synthetic-liveroom-v1
jade-gen-0157,data/generated_jade_liveroom_training_images/sample-0157.png,sample-0157.png,白底青,高冰,挂件,貔貅,"a carved jade pixiu pendant, mythical beast silhouette visible","studio product photo, softbox reflection, matte black background",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade pixiu pendant, mythical beast silhouette visible. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: white-base-green jade, white ground with distinct green patches. Water quality: high-ice jade, very translucent, strong luster, fine clean texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""白底青"", ""style"": ""挂件"", ""theme"": ""貔貅"", ""water"": ""高冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0158,data/generated_jade_liveroom_training_images/sample-0158.png,sample-0158.png,白底青,冰种,挂件,葫芦,a carved jade gourd pendant with double-lobed gourd shape,"macro product photography, white acrylic base, clean shadow",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade gourd pendant with double-lobed gourd shape. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: white-base-green jade, white ground with distinct green patches. Water quality: ice-type jade, translucent and clean, visible watery depth. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""白底青"", ""style"": ""挂件"", ""theme"": ""葫芦"", ""water"": ""冰种""}",train,jade-synthetic-liveroom-v1
jade-gen-0159,data/generated_jade_liveroom_training_images/sample-0159.png,sample-0159.png,白底青,糯冰,挂件,龙,a carved jade dragon plaque pendant with dragon relief visible,"jewelry catalog photo, warm side light, beige stone surface",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade dragon plaque pendant with dragon relief visible. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: white-base-green jade, white ground with distinct green patches. Water quality: waxy-ice jade, semi-translucent, slightly cloudy but still icy. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""白底青"", ""style"": ""挂件"", ""theme"": ""龙"", ""water"": ""糯冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0160,data/generated_jade_liveroom_training_images/sample-0160.png,sample-0160.png,白底青,糯种,挂件,福瓜,a carved jade melon pendant with ribbed melon form,"soft daylight product photography, neutral gray background",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade melon pendant with ribbed melon form. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: white-base-green jade, white ground with distinct green patches. Water quality: waxy jade, soft cloudy translucency, fine waxy texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. soft daylight product photography, neutral gray background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""白底青"", ""style"": ""挂件"", ""theme"": ""福瓜"", ""water"": ""糯种""}",val,jade-synthetic-liveroom-v1
jade-gen-0161,data/generated_jade_liveroom_training_images/sample-0161.png,sample-0161.png,白底青,豆种,挂件,无事牌,"a plain rectangular jade plaque pendant, smooth face, no carved figure","studio product photo, softbox reflection, matte black background",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a plain rectangular jade plaque pendant, smooth face, no carved figure. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: white-base-green jade, white ground with distinct green patches. Water quality: bean-type jade, low translucency, visible granular texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""白底青"", ""style"": ""挂件"", ""theme"": ""无事牌"", ""water"": ""豆种""}",train,jade-synthetic-liveroom-v1
jade-gen-0162,data/generated_jade_liveroom_training_images/sample-0162.png,sample-0162.png,白底青,玻璃种,吊坠,,"a small simple jade drop pendant with polished surface, no figurative carving","macro product photography, white acrylic base, clean shadow",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a small simple jade drop pendant with polished surface, no figurative carving. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: white-base-green jade, white ground with distinct green patches. Water quality: glass-type jade, very high transparency, glass-like clarity, minimal grain. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""白底青"", ""style"": ""吊坠"", ""theme"": """", ""water"": ""玻璃种""}",train,jade-synthetic-liveroom-v1
jade-gen-0163,data/generated_jade_liveroom_training_images/sample-0163.png,sample-0163.png,白底青,高冰,手镯,,"a single complete jade bangle bracelet lying flat, full ring visible","jewelry catalog photo, warm side light, beige stone surface",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a single complete jade bangle bracelet lying flat, full ring visible. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: white-base-green jade, white ground with distinct green patches. Water quality: high-ice jade, very translucent, strong luster, fine clean texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""白底青"", ""style"": ""手镯"", ""theme"": """", ""water"": ""高冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0164,data/generated_jade_liveroom_training_images/sample-0164.png,sample-0164.png,白底青,冰种,手镯,,a round jade bangle standing slightly upright on a small acrylic rest,"soft daylight product photography, neutral gray background",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a round jade bangle standing slightly upright on a small acrylic rest. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: white-base-green jade, white ground with distinct green patches. Water quality: ice-type jade, translucent and clean, visible watery depth. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. soft daylight product photography, neutral gray background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""白底青"", ""style"": ""手镯"", ""theme"": """", ""water"": ""冰种""}",train,jade-synthetic-liveroom-v1
jade-gen-0165,data/generated_jade_liveroom_training_images/sample-0165.png,sample-0165.png,白底青,糯冰,平安扣,,"a round jade safety buckle pendant, circular disc with a clean central hole","studio product photo, softbox reflection, matte black background",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a round jade safety buckle pendant, circular disc with a clean central hole. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: white-base-green jade, white ground with distinct green patches. Water quality: waxy-ice jade, semi-translucent, slightly cloudy but still icy. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""白底青"", ""style"": ""平安扣"", ""theme"": """", ""water"": ""糯冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0166,data/generated_jade_liveroom_training_images/sample-0166.png,sample-0166.png,白底青,糯种,珠串,,"a jade bead bracelet, individual polished round beads clearly visible","macro product photography, white acrylic base, clean shadow",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a jade bead bracelet, individual polished round beads clearly visible. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: white-base-green jade, white ground with distinct green patches. Water quality: waxy jade, soft cloudy translucency, fine waxy texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""白底青"", ""style"": ""珠串"", ""theme"": """", ""water"": ""糯种""}",train,jade-synthetic-liveroom-v1
jade-gen-0167,data/generated_jade_liveroom_training_images/sample-0167.png,sample-0167.png,白底青,豆种,蛋面,,"a loose oval jade cabochon gemstone, domed top, no metal setting","jewelry catalog photo, warm side light, beige stone surface",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a loose oval jade cabochon gemstone, domed top, no metal setting. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: white-base-green jade, white ground with distinct green patches. Water quality: bean-type jade, low translucency, visible granular texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""白底青"", ""style"": ""蛋面"", ""theme"": """", ""water"": ""豆种""}",train,jade-synthetic-liveroom-v1
jade-gen-0168,data/generated_jade_liveroom_training_images/sample-0168.png,sample-0168.png,白底青,玻璃种,戒面,,"a polished oval jade ring-face stone, flatter than a cabochon, no metal setting","soft daylight product photography, neutral gray background",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a polished oval jade ring-face stone, flatter than a cabochon, no metal setting. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: white-base-green jade, white ground with distinct green patches. Water quality: glass-type jade, very high transparency, glass-like clarity, minimal grain. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. soft daylight product photography, neutral gray background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""白底青"", ""style"": ""戒面"", ""theme"": """", ""water"": ""玻璃种""}",train,jade-synthetic-liveroom-v1
jade-gen-0169,data/generated_jade_liveroom_training_images/sample-0169.png,sample-0169.png,飘花,冰种,戒指,,a jade ring with a jade cabochon mounted on a simple ring band,"macro product photography, white acrylic base, clean shadow",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a jade ring with a jade cabochon mounted on a simple ring band. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: floating-flower jade, pale base with blue or green floating streaks. Water quality: ice-type jade, translucent and clean, visible watery depth. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""飘花"", ""style"": ""戒指"", ""theme"": """", ""water"": ""冰种""}",train,jade-synthetic-liveroom-v1
jade-gen-0170,data/generated_jade_liveroom_training_images/sample-0170.png,sample-0170.png,飘花,糯冰,挂件,观音,"a carved jade pendant of Guanyin, full carving visible","jewelry catalog photo, warm side light, beige stone surface",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade pendant of Guanyin, full carving visible. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: floating-flower jade, pale base with blue or green floating streaks. Water quality: waxy-ice jade, semi-translucent, slightly cloudy but still icy. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""飘花"", ""style"": ""挂件"", ""theme"": ""观音"", ""water"": ""糯冰""}",val,jade-synthetic-liveroom-v1
jade-gen-0171,data/generated_jade_liveroom_training_images/sample-0171.png,sample-0171.png,飘花,糯种,挂件,佛公,"a carved jade pendant of laughing Buddha, rounded belly visible","soft daylight product photography, neutral gray background",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade pendant of laughing Buddha, rounded belly visible. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: floating-flower jade, pale base with blue or green floating streaks. Water quality: waxy jade, soft cloudy translucency, fine waxy texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. soft daylight product photography, neutral gray background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""飘花"", ""style"": ""挂件"", ""theme"": ""佛公"", ""water"": ""糯种""}",train,jade-synthetic-liveroom-v1
jade-gen-0172,data/generated_jade_liveroom_training_images/sample-0172.png,sample-0172.png,飘花,豆种,挂件,如意,a carved jade ruyi pendant with curved ruyi silhouette,"studio product photo, softbox reflection, matte black background",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade ruyi pendant with curved ruyi silhouette. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: floating-flower jade, pale base with blue or green floating streaks. Water quality: bean-type jade, low translucency, visible granular texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""飘花"", ""style"": ""挂件"", ""theme"": ""如意"", ""water"": ""豆种""}",train,jade-synthetic-liveroom-v1
jade-gen-0173,data/generated_jade_liveroom_training_images/sample-0173.png,sample-0173.png,飘花,玻璃种,挂件,叶子,a carved jade leaf pendant with leaf veins visible,"macro product photography, white acrylic base, clean shadow",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade leaf pendant with leaf veins visible. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: floating-flower jade, pale base with blue or green floating streaks. Water quality: glass-type jade, very high transparency, glass-like clarity, minimal grain. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""飘花"", ""style"": ""挂件"", ""theme"": ""叶子"", ""water"": ""玻璃种""}",train,jade-synthetic-liveroom-v1
